codigo;razao;fantasia;cidade;vendedor;estatus;semana;rota
9439;ANA PAULA RODRIGUES ALMEIDA CALDAS 08379932617;ANA PAULA RODRIGUES ALMEIDA;CAMBUI;33;ATIVO;SEG;101
9441;JOAO LUIZ DOS REIS;JOAO LUIZ DOS REIS;CAMBUI;33;ATIVO;TER;102
9447;SHIRLEI VIVIANE BRANDAO OLIVEIRA DA SILVA 10841414696;SHIRLEI VIVIANE BRANDAO;SENADOR AMARAL;13;ATIVO;QUI;502
9449;COMERCIAL ITORORO LTDA;SUPERMERCADO DU TATO;CAMANDUCAIA;14;ATIVO;QUA;303
9451;EDUARDO DE MATOS RIBEIRO;EDUARDO VENDEDOR FUNCIONARIO;CAMBUI;33;ATIVO;SEG;101
9457;FLAVIANE GUEDES SANTOS 10892084642;FLAVIANE GUEDES SANTOS;ITAPEVA;42;ATIVO;TER;501
9466;VICTORINO E VICTORINO SERV LTDA;SABOR CHOCOLATE;CAMANDUCAIA;35;ATIVO;SEG;304
9470;SUPERMERCADO RIO BRANCO CAMANDUCAIA LTDA;SUPERMERCADO RIO BRANCO;CAMANDUCAIA;14;ATIVO;QUA;303
9471;THIAGO CAMILO DE VASCONCELOS;CONTAINER SUCOS E VITAMINAS;CAMBUI;33;ATIVO;TER;102
9478;JANILDO JACINTO DA SILVA;KERO MAIS;EXTREMA;40;ATIVO;QUI;400
9481;OSWALDO LEIVA PRADO;EXPRESS TEMAKERIA;MONTE SIAO;48;ATIVO;QUI;602
9487;RODRIGO DE OLIVEIRA PIZZARIA;PIZZARIA CALABRIA;EXTREMA;40;ATIVO;QUA;402
9491;RAFAEL CARLOS DA CUNHA 10262176602;RAFAEL CARLOS DA CUNHA;ITAPEVA;42;ATIVO;TER;501
9498;MERCADO ALTAS HORAS LTDA;MERCADO ALTAS HORAS;JACUTINGA;48;ATIVO;QUA;556
9503;SUELI APARECIDA DA SILVA MARTINS;SUELI APARECIDA DA S;CAMANDUCAIA;35;ATIVO;TER;852
9530;FARMA SALLES COMPRODSFARMACEUTICOS LTD;FARMA SALLES;CAMBUI;33;ATIVO;QUI;103
9534;JOEL LUNA 98457497634;JOEL LUNA;MUNHOZ;13;ATIVO;TER;651
9540;PIMENTA VERDE ALIMENTOS LTDA;FRANGO ASSADO;CAMBUI;35;ATIVO;QUI;152
9548;JOSE APARECIDO CAETANO GOMES 07498011824;JULIA DOCES;TOLEDO;13;ATIVO;QUA;851
9565;DAVI BERTOLDI DOS SANTOS;BERTOLDI DOS SANTOS;OURO FINO;45;ATIVO;QUA;703
9573;ALEX PITER DE OLIVEIRA;PAD.PORTAL DA MANTIQUEIRA;EXTREMA;40;ATIVO;QUA;402
9574;ALLAN FERNANDES DE CAMPOS CPF 297.011.998-63;ESTHER REAL;OURO FINO;45;ATIVO;QUA;703
9579;ARMAZEN LTDA;MERCADO ARMAZEM;ITAPEVA;42;ATIVO;TER;501
9581;JOAO GILBERTO FERNANDES;REI DO SHAKE;EXTREMA;40;ATIVO;TER;404
9589;LANCHONETE E RESTAURANTE PROSA MINEIRA LTDA;LANCHONETE E RESTAURANTE PROS;BOM REPOUSO;13;ATIVO;SEG;150
9592;RESTAURANTE PORTEIRA DE MINAS EXTREMA LTDA;REST. PORTEIRA DE MINAS;EXTREMA;13;ATIVO;QUA;853
9601;SHL SALOMAO HOTELARIA LTDA;GUARANY ECO RESORT;MONTE SIAO;48;ATIVO;QUI;602
9603;ESTHER REAL COMERCIO DE VARIEDADES LTDA;ESTHER REAL;BOM REPOUSO;13;ATIVO;SEG;151
9607;MARCELO DONIZETTI LEMES;MARCELO DONIZETTI LEMES;EXTREMA;40;ATIVO;SEG;409
9612;HOTEL PALACE JACUTINGA LTDA;PALACE HOTEL J S;JACUTINGA;48;ATIVO;SEG;551
9620;ADRIANO DE OLIVEIRA;ADRIANO DE OLIVEIRA;EXTREMA;35;ATIVO;TER;852
9628;17.246.738 RICARDO LUCIANO DA SILVA;RICARDO LUCIANO DA SILVA;CAMBUI;33;ATIVO;TER;102
9639;MARLY DE TOLEDO OLIVEIRA;CAMINHO DA ROCA;EXTREMA;40;ATIVO;QUI;400
9647;LUCIANA AP GOES DE ALMEIDA ME;SABOR BRASIL;OURO FINO;45;ATIVO;SEG;701
9650;ACOUGUE DO BOI LTDA;ACOUGUE DO BOI;CAMBUI;33;ATIVO;QUA;104
9655;SILVIA SIQUEIRA DA SILVA;BAR DO AMADOR;EXTREMA;40;ATIVO;TER;401
9668;MAIRA DA SILVA RODRIGUES;DELICIA DE SABOR;OURO FINO;45;ATIVO;QUA;703
9677;ANTONIO RICARDO DO AMARAL;CASA DE CARNES BELA;EXTREMA;40;ATIVO;QUI;400
9680;RESTAURANTE BELLA ANA LTDA;RESTAURANTE BELLA ANA;CAMANDUCAIA;42;ATIVO;QUA;302
9683;18.695.348 CLAUDETE ERACI FLORIANO RAYMUNDO;CLAUDETE ERACI FLORIANO;INCONFIDENTES;46;ATIVO;TER;452
9687;LUCIANO RODRIGUES BUENO;LUCIANO RODRIGUES BU;ITAPEVA;42;ATIVO;TER;501
9690;NEUZA DA ROSA LOPES;PANIFICADORA LOPES;MUNHOZ;13;ATIVO;TER;651
9715;JAPAN HOUSE SOCIEDADE UNIPESSOAL LTDA;JAPAN HOUSE JAC;JACUTINGA;48;ATIVO;QUA;556
9728;CAMILA CASSIA DO COUTO DANTAS;MINI MERCADO SANTA TERESINHA;BORDA DA MATA;46;ATIVO;QUI;202
9731;DANILO TADEU DE CARVALHO;DANILO FUNCIONARIO;OURO FINO;10;ATIVO;QUI;2
9745;ANA MARIA DE FATIMA SILVA;SALGADOS DA DONA ANA;EXTREMA;40;ATIVO;TER;404
9750;BETTA DOCES E FESTAS LTDA;BETTA DOCES E FESTAS;CAMANDUCAIA;42;ATIVO;QUA;302
9770;BRUNO RODRIGO PEREIRA;PANIFICADORA JACK;ESTIVA;35;ATIVO;QUA;801
9774;VERA LUCIA DO NASCIMENTO FRANCEL;BAR DO CAMPO;OURO FINO;45;ATIVO;QUI;704
9775;TAYNARA ALBERTI PEREIRA;TAYNARA ALBERTI PERE;INCONFIDENTES;46;ATIVO;TER;451
9781;IVAN CARLOS DA LUZ;LUZ SUPERMERCADOS;ITAPEVA;42;ATIVO;TER;501
9788;FABIANA APARECIDA GOMES DA SILVA;SUPERMER E ACOUGUE CONQUISTA;EXTREMA;40;ATIVO;QUI;400
9807;FABIO CANQUERINI DA FONSECA 05287638655;RESTAURANTE PEPE;CAMBUI;33;ATIVO;QUI;103
9816;SILVIO PEREIRA DE MOURA LEITE  CPF 51005301620;COMERCIAL RICARDO;ESTIVA;10;ATIVO;SEG;1
9817;JOSE ROBERTO CORREA 71611134668;CAFE BRASIL.;INCONFIDENTES;46;ATIVO;TER;451
9824;SUPERMERCADO RIO BRANCO CAMANDUCAIA LTDA;SUPERMERCADO AVENIDA;ITAPEVA;14;ATIVO;TER;403
9830;ADRIANO GONCALVES NOGUEIRA;EMPORIO ESKILO;CAMANDUCAIA;42;ATIVO;QUI;301
9831;ARI COLEPICOLO CARVALHO JUNIOR 07119753614;RECANTO REFEICOES;JACUTINGA;48;ATIVO;SEG;552
9838;EDILSON DE OLIVEIRA SANTOS 04564883674;EDILSON DE OLIVEIRA SANTOS 045;MONTE SIAO;48;ATIVO;QUI;604
9847;VECY DA SILVA PEREIRA 02815173638;VECY DA SILVA PEREIRA;BORDA DA MATA;47;ATIVO;QUA;203
9851;JOSE CARLOS CEZAR 61960004620;PANIFICADORA CENTRAL;MUNHOZ;13;ATIVO;TER;651
9853;JSL DISTRIBUIDORA DE GAS LTDA;JSL GAS E AGUA;EXTREMA;40;ATIVO;QUA;402
9854;JOSE APARECIDO DE OLIVEIRA ME;QUITANDA JB;EXTREMA;40;ATIVO;QUA;402
9855;FERNANDO JUNIO DA SILVA;ENIGMA TATTO;OURO FINO;45;ATIVO;QUA;703
9856;TERESINHA BOLOGNANI TANDELI 88047440810;SAMIRA EMPORIO;OURO FINO;45;ATIVO;TER;702
9860;SPAL INDUSTRIA BRASILEIRA DE BEBIDAS SA;FEMSA TRES CORACOES;TRES CORACOES;10;ATIVO;SEG;999
9862;DNAIR MARIA DE CASSIA RAPOSO;REST.OS MINERINHOS;EXTREMA;40;ATIVO;QUA;402
9877;JONATTA TOME DA SILVA SOUZA 06690012603;JONATTA TOME DA SILVA SOUZA 06;EXTREMA;42;ATIVO;SEG;407
9887;MARCOS VITOR DE SOUZA;CANT.CAMINHONEIROS;CAMANDUCAIA;42;ATIVO;SEG;406
9888;ELAINE CRISTINA DIAS DA COSTA 98490044600;DI CAFE;EXTREMA;40;ATIVO;SEG;411
9895;CLEUDIO JOSE DA SILVA;CLEUDIO JOSE DA SILVA;BUENO BRANDAO;46;ATIVO;SEG;251
9897;ADAIL GEREMIA DE ANDRADE 91968712968;ADAIL GEREMIA DE ANDRADE 91968;MONTE SIAO;48;ATIVO;QUI;602
9902;MARTINS BAR E RESTAURANTE DO PEIXE LTDA;BAR DO PEIXE;CAMBUI;33;ATIVO;QUA;104
9918;EDSON PINHEIRO DE MIRA;PASTELARIA DO EDINHO;BORDA DA MATA;46;ATIVO;QUI;202
9921;ROGERIO GALVAO DE LIMA 05943731660;ROGERIO GALVAO DE LIMA 0594373;OURO FINO;45;ATIVO;SEG;701
9927;SPAL INDUSTRIA BRASILEIRA DE BEBIDAS SA;FEMSA MOGI;MOJI DAS CRUZES;10;ATIVO;SEG;999
9928;SPAL INDUSTRIA BRASILEIRA DE BEBIDAS SA;FEMSA ITABIRITO;ITABIRITO;10;ATIVO;SEG;999
9929;JULIO CESAR GOIS 07517816659;ACOUGUE JULIO;TOLEDO;13;ATIVO;QUA;853
9931;ANDRE RICARDO MARCAL 11439922616;ANDRE RICARDO MARCAL 114399226;BORDA DA MATA;46;ATIVO;QUI;204
9932;PADARIA LC SANTO PAO LTDA;PADARIA LC SANTO PAO;EXTREMA;40;ATIVO;SEG;409
9936;PIZZARIA ROMINELLI LTDA.;PIZZARIA ROMINELLI;EXTREMA;40;ATIVO;TER;401
9940;ROSELI PEREIRA - LANCHES;CELEIRO LANCHES;CAMANDUCAIA;35;ATIVO;SEG;304
9947;EDVAN HENRIQUE DE OLIVEIRA 09733190624;EDVAN HENRIQUE DE OLIVEIRA 097;SENADOR AMARAL;13;ATIVO;QUI;751
9949;DOURIVAL CASTRO FREITAS FILHO;DOURIVAL CASTRO FREITAS FILHO;MONTE SIAO;48;ATIVO;QUI;604
9951;SERGIO SILVINO MARTINS 41368169600;;JACUTINGA;46;ATIVO;QUA;554
9955;VILA SUICA SERVICOS DE ALIMENTACAO E RECEPCOES LTDA;VILA SUICA;ITAPEVA;35;ATIVO;TER;852
9958;HELENICE BELMIRO DA SILVA 81423632672;HELENICE BELMIRO DA SILVA 8142;CAMBUI;33;ATIVO;SEG;101
9961;NC ADEGA CENTRAL LTDA;ADEGA CENTRAL;MONTE SIAO;48;ATIVO;QUI;602
9966;MARCELA REGINA TOLEDO CARDOSO PINTO;RESTAURANTE O BISTECAO;EXTREMA;42;ATIVO;SEG;407
9968;ANGELICA CRISTINA DOS SANTOS;PRIMU'S BEBIDAS E CON;JACUTINGA;48;ATIVO;QUA;553
9972;APARECIDO VAZ DE LIMA FILHO 35429429600;;JACUTINGA;46;ATIVO;QUA;554
9975;DENISE DAIANE DE ANDRADE 08387458651;DENISE DAIANE DE ANDRADE 08387;ESTIVA;35;ATIVO;QUI;152
9977;JOSE CARLOS VIEIRA JUNIOR;JOSE CARLOS VIEIRA JUNIOR;JACUTINGA;48;ATIVO;SEG;552
9992;DROGARIA SANT ANA DE JACUTINGA LTDA;DROGARIA SANT ANA DE JACUTINGA;JACUTINGA;48;ATIVO;SEG;551
9993;LUXFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;LUXFARMA;JACUTINGA;48;ATIVO;SEG;552
9996;LAZARO DONIZETI DE GODOI 07215726690;ARMAZEM GODOI;TOLEDO;13;ATIVO;QUA;853
10004;CYNIRA MIGUEL DA CRUZ MORBIDELI;RESTAURANTE TABERNA;EXTREMA;42;ATIVO;SEG;407
10008;MARILZA APARECIDA RICHARD;MARILZA APARECIDA RICHARD;OURO FINO;45;ATIVO;SEG;701
10010;NICOLETTI LANCHONETE E RESTAURANTE LTDA;CHURRASCARIA FAISAO;EXTREMA;42;ATIVO;SEG;407
10013;DELICIAS DA LILI PADARIA E CONFEITARIA LTDA;DELICIAS DA LILI;BOM REPOUSO;13;ATIVO;SEG;150
10020;HIPER TETRA SUPERMERCADOS LTDA;HIPER TETRA;EXTREMA;14;ATIVO;SEX;405
10026;PAULO S. LISBOA LTDA;BODEGA LISBOA;JACUTINGA;48;ATIVO;SEG;551
10027;DROGARIA ULTRAPOPULAR OURO FINO LTDA;;OURO FINO;45;ATIVO;QUA;703
10034;THALES BRENO OLIVEIRA COSTA;THALES BRENO OLIVEIRA COSTA;CORREGO DO BOM JESUS;35;ATIVO;QUI;351
10038;CAPITAL ADMINISTRACAO & PARTICIPACOES DE BENS PROPRIOS LTDA;HOTEL EXTREMA CLUB;EXTREMA;40;ATIVO;SEG;411
10048;PANIFICADORA PADOCA LTDA;PADOCA;CAMANDUCAIA;42;ATIVO;QUA;302
10054;DANIELA LUCIA LAURINDO DE ALMEIDA;ACOUGUE BOI NOBRE;OURO FINO;45;ATIVO;SEG;701
10059;ANTONIO CARLOS RODRIGUES;ACOUGUE E MER. DA FAMILIA;CAMANDUCAIA;42;ATIVO;QUI;301
10070;SORAYA SAMPAIO DE SOUSA;EMPORIO DONA GRACA;BUENO BRANDAO;46;ATIVO;SEG;250
10072;PENG & PENG LTDA;PASTELARIA PEQUIM;BORDA DA MATA;46;ATIVO;QUI;202
10077;ANTONIO EDUARDO DOS SANTOS & CIA LTDA;MINI MERCADO DO DU;OURO FINO;45;ATIVO;QUI;704
10081;ALYSSON SAMPAIO FINAMOR DE MORAES & CIA LTDA;ALYSSON SAMPAIO FINAMOR DE MOR;CAMBUI;33;ATIVO;TER;102
10082;OSVALDO GENGHINI;OSVALDO GENGHINI;MONTE SIAO;48;ATIVO;QUI;602
10085;RINALDO ALMEIDA DE OLIVEIRA;JR DISTRIBUIDORA;CAMBUI;33;ATIVO;TER;102
10092;IAGO FELIPE ANDRADE DE LIMA;ENGENHO'S STEACKBAR;CAMBUI;33;ATIVO;QUI;103
10099;JOAO MARTINS LEAL 94895368653;SAGRADA FAMILIA LANCHONETE;BOM REPOUSO;13;ATIVO;SEG;151
10106;LILIA APARECIDA MARIANO;LILIA APARECIDA;BOM REPOUSO;13;ATIVO;SEG;150
10108;ACOUGUE DO GROSELHA LTDA;ACOUGUE DO GROSELHA;MUNHOZ;13;ATIVO;TER;651
10109;MINI MERCADO SAO JOSE PONTE NOVA LTDA;MINI MERC SAO JOSE PONTE NOVA;BUENO BRANDAO;46;ATIVO;SEG;250
10116;SHIRLEI DE FATIMA SILVERIO PEREIRA;CONVENIENCIA SEC NSA;TOCOS DO MOJI;35;ATIVO;QUA;801
10118;SUPERMERCADO DO BOSQUE LTDA;SUPERMERCADO DO BOSQUE;CAMANDUCAIA;14;ATIVO;QUA;303
10130;WALDILIA VIEIRA DA SILVA VASCONCELOS 81398913634;;MUNHOZ;13;ATIVO;TER;651
10135;THAIS JULIANA CARDOSO 08790107624;THAIS JULIANA CARDOSO;OURO FINO;45;ATIVO;QUI;704
10143;33.260.900 GABRIELA TOLEDO;360 GRAUS;EXTREMA;35;ATIVO;TER;852
10145;VALDILENE GODOY DA SILVA;VALDILENE GODOY DA SILVA;MUNHOZ;13;ATIVO;TER;651
10151;EDSON DOS REIS MARQUES 94823898672;EDSON DOS REIS MARQUES;CAMBUI;33;ATIVO;QUA;104
10153;DANTAS SUPERMERCADO TOLEDO LTDA;DANTAS SUPERMERCADO TOLEDO;TOLEDO;13;ATIVO;QUA;851
10155;YGOR RICARDO DA SILVA;YGOR RICARDO FUNCIONARIO;CAMBUI;10;ATIVO;CLIENTE LIGA;2
10160;SILVIO DONIZETTE DIAS FERREIRA;ACOUGUE SILVIO;CORREGO DO BOM JESUS;35;ATIVO;QUI;351
10165;ANDRE CONSTANCIO NETO;DROGARIA ESPIRITO SANTO;BUENO BRANDAO;46;ATIVO;SEG;251
10166;ELIONAI SANTOS DE SOUZA;ESTHER REAL;EXTREMA;40;ATIVO;TER;401
10171;DROGARIA NOSSA SENHORA DA CONCEICAO APARECIDA CM EIRELI;DROGARIA NSA DA CONCEICAO;INCONFIDENTES;46;ATIVO;TER;451
10172;DROGARIA BOM SUCESSO LTDA;AMERICANA SAUDE;CAMANDUCAIA;42;ATIVO;QUA;302
10176;DROGA MINAS SUL LTDA;DROGA MINAS SUL;MONTE SIAO;48;ATIVO;TER;601
10178;WANINA GONCALVES ANDRADE SILVA 05261537681;;BOM REPOUSO;13;ATIVO;SEG;150
10181;FARMACIA MEDICARIO LTDA;TAKAHASHI & MEDICARIO;MONTE SIAO;48;ATIVO;TER;601
10184;FARMACIA MAE RAINHA LTDA;FARMACIA CENTRAL;OURO FINO;45;ATIVO;TER;702
10185;ROBSON ALDGUERE LTDA;ABUDEGA;MONTE SIAO;48;ATIVO;TER;601
10195;MARIVANA ALVES DE OLIVEIRA 94392935604;MARIVANA ALVES DE OLIVEIRA 943;BUENO BRANDAO;46;ATIVO;SEG;250
10198;FRANCISCO ALEXANDRE DA SILVA 35428309687;;JACUTINGA;48;ATIVO;QUA;556
10199;MARIA JOSE MACHADO VARISTO 03621838643;;JACUTINGA;48;ATIVO;QUA;553
10200;ARLETE APARECIDA GUEDES 06880245641;;OURO FINO;45;ATIVO;SEG;701
10201;MINIMERCADO TRES JOTAS LTDA;MINIMERCADO TRES JOTAS;BOM REPOUSO;13;ATIVO;SEG;150
10206;ATLAS FERNANDES DE CAMPOS JUNIOR;ATLAS FERNANDES DE CAMPOS JUNI;CAMBUI;33;ATIVO;TER;102
10212;LUCAS DO NASCIMENTO 38446670836;LUCAS DO NASCIMENTO 3844667083;BOM REPOUSO;13;ATIVO;SEG;150
10223;CAFETERIA E EMPORIO GRAOS DO MONTE EIRELI;CAFETERIA E EMPORIO GRAOS DO M;MONTE SIAO;48;ATIVO;TER;601
10230;PRIMOR PADARIA E CONFEITARIA LTDA;PRIMOR PADARIA E CONFEITARIA L;BORDA DA MATA;46;ATIVO;QUI;202
10239;RITA DE CASSIA CONTI GOES 03022968671;RITA DE CASSIA CONTI GOES 0302;OURO FINO;46;ATIVO;TER;452
10244;MAYARA BAYEUX SILVA 07608458674;MAYARA BAYEUX SILVA 0760845867;CAMANDUCAIA;14;ATIVO;SEG;305
10247;CLASSE A BARBEARIA E EDUCACAO PROFISSIONAL LTDA;SALAO CLASSE A;MONTE SIAO;48;ATIVO;TER;601
10250;DEBORA SARAPU;DEBORA SARAPU;INCONFIDENTES;46;ATIVO;TER;452
10251;POUSADA SUICA MINEIRA LTDA;POUSADA SUICA MINEIRA LTDA;CAMANDUCAIA;14;ATIVO;SEG;305
10253;MARIA LUZIA REZENDE DE CABRAL 06494604641;MARIA LUZIA REZENDE DE CABRAL;CAMBUI;33;ATIVO;SEG;101
10262;FLAVIO ADAO DA ROSA;PADARIA GUIMENTI;CAMBUI;33;ATIVO;QUI;103
10263;GABRIEL SILVA ALVES;GABRIEL VENDEDOR FUNCIONARIO;CAMBUI;10;ATIVO;SAB;2
10264;EMPORIO DAS CARNES G A LTDA;EMPORIO DAS CARNES G A LTDA;JACUTINGA;48;ATIVO;SEG;551
10283;COMERCIAL BENDITA - COMERCIO DE ALIMENTOS E BEBIDAS LTDA;BENDITA;EXTREMA;40;ATIVO;QUI;400
10289;DISK ENTREGA WELTINHO LTDA;DISK ENTREGA WELTINHO;SENADOR AMARAL;13;ATIVO;QUI;751
10290;JOSE ROBERTO DA ROSA 95608346815;JOSE ROBERTO DA ROSA 956083468;CAMBUI;33;ATIVO;QUI;103
10295;MARIA IZABEL NETO DE SOUZA;LUIZAO LANCHES;OURO FINO;45;ATIVO;SEG;701
10302;GILMAR LOPES DOS SANTOS 26060266835;ACOUGUE MONTE VERDE;CAMANDUCAIA;14;ATIVO;SEG;305
10303;ALEXANDRA CANDIDO DOS SANTOS ROSA 03162490685;SALGADOS DO BOSQUE 1;CAMANDUCAIA;42;ATIVO;QUA;302
10309;PIZZARIA DO JAPA LTDA;PIZZARIA DO JAPA;EXTREMA;40;ATIVO;QUI;400
10320;SHIRLEY PIRES DOS SANTOS 06873412643;;JACUTINGA;46;ATIVO;QUA;554
10321;WILIAN DA SILVA CHOPERIA;PIZZARIA MANTIQUEIRA;CAMANDUCAIA;42;ATIVO;QUA;302
10330;PEDRO HENRIQUE AZEVEDO CANELA;MARCA 44 PET.E CHOP;MONTE SIAO;48;ATIVO;TER;601
10331;ANDRADE E PEREIRA MEDICAMENTOS LTDA;ANDRADE E PEREIRA MEDICAMENTOS;CAMBUI;33;ATIVO;QUI;103
10332;MARCIO DONIZETI NUNES;MARCIO DONIZETI NUNES;OURO FINO;45;ATIVO;QUA;703
10333;L&R FITNESS LTDA;CENTER FITNESS;CAMBUI;33;ATIVO;QUA;104
10335;VIVIANE DE SOUZA 09627937606;VIVIANE DE SOUZA;OURO FINO;45;ATIVO;SEG;701
10336;EDNILSON DA SILVA FARIAS 02011536960;SORVETERIA MIX;EXTREMA;40;ATIVO;QUA;402
10344;RESTAURANTE LEITAO PURURUCA LTDA;RESTAURANTE LEITAO PURURUCA;EXTREMA;42;ATIVO;SEG;407
10348;JESSICA PRISCILA DE OLIVEIRA;JESSICA PRISCILA DE OLIVEIRA;TOLEDO;13;ATIVO;QUA;851
10350;35.009.482 EDSON LUDGERO DA SILVA;EDSON LUDGERO DA SILVA;CAMANDUCAIA;42;ATIVO;QUI;301
10352;ALMIR RAMALHO GIMENES 06843846637;ALMIR RAMALHO GIMENES 06843846;TOLEDO;13;ATIVO;QUA;851
10354;AMANDA RAFAELA DA SILVA SANTOS 10989732673;AMANDA RAFAELA DA SILVA SANTOS;BOM REPOUSO;13;ATIVO;SEG;150
10355;EMPREENDIMENTOS DE CARNES E FRIOS IRMAOS RIBAS LTDA.;EMPREENDIMENTOS DE CARNES E FR;CAMANDUCAIA;14;ATIVO;SEG;305
10359;JOSE ROBERTO GOMES;MINI MERCADO BELA VISTA;OURO FINO;45;ATIVO;TER;702
10370;SACOLAO MONTE SIAO EIRELI;SACOLAO MONTE SIAO EIRELI;MONTE SIAO;48;ATIVO;TER;600
10372;TOMARIRO COMERCIO DE LATICINIOS E ARTESANATOS LTDA;TOMARIRO COMERCIO DE LATICINIO;MONTE SIAO;48;ATIVO;TER;601
10380;MERCADO PROVIDENCIA LTDA;MERCADO PROVIDENCIA;MONTE SIAO;48;ATIVO;QUI;605
10384;LUCAS SABBATINI BARBOSA 07903575694;LUCAS SABBATINI BARBOSA 079035;OURO FINO;45;ATIVO;TER;702
10391;VIVA FOOD RESTAURANTE E ENTRETENIMENTO LTDA;1001 - VF RESTAURANTE EXTREMA;EXTREMA;14;ATIVO;QUI;410
10394;DELICIAS DA INA RESTAURANTE LTDA;DELICIAS DA INA RESTAURANTE;EXTREMA;40;ATIVO;QUA;402
10404;JPA DE OLIVEIRA POUSADA VILLAREJO;POUSADA VILLAREJO;CAMANDUCAIA;35;ATIVO;SEX;307
10411;MERCEARIA PADRE LIBERIO LTDA;MERCEARIA PADRE LIBERIO;EXTREMA;40;ATIVO;SEG;411
10416;D F B FREITAS;MERCADINHO PESSEGUEIRO;EXTREMA;42;ATIVO;SEG;406
10421;JOANA DARC DA SILVA 02996412605;JOANA DARC DA SILVA;CAMANDUCAIA;42;ATIVO;QUI;301
10423;TUANY MORAIS COUTINHO;XODO DA SERRA;BUENO BRANDAO;46;ATIVO;SEG;250
10438;RANCHINHO DE MONTE VERDE LTDA;RANCHINHO DE MONTE VERDE;CAMANDUCAIA;14;ATIVO;SEG;305
10439;BRUNA DE ASSIS SILVA 08090316638;BRUNA DE ASSIS SILVA;BOM REPOUSO;13;ATIVO;SEG;150
10444;JOSE FRANCISCO DA SILVA NETO 07295749624;JOSE FRANCISCO DA SILVA NETO;JACUTINGA;48;ATIVO;QUA;553
10447;FRANCISLEY GARCIA VEIGA;FRANCISLEY FUNCIONARIO;CAMBUI;10;ATIVO;SEG;2
10453;TA BOM HORTIMERCADO LTDA;TA BOM HORTIMERCADO;BORDA DA MATA;46;ATIVO;QUI;202
10455;EDUARDO APARECIDO DE LIMA;EDUARDO P.VENDAS;OURO FINO;10;ATIVO;SEX;2
10456;SILAS JOSE PEREIRA 08190788671;BAR DO SILAS;CAMANDUCAIA;42;ATIVO;QUA;302
10457;CLAUDIA ELAINE DA SILVA 18621113830;RESTAURANTE SABOR MINEIRO;CAMBUI;33;ATIVO;SEG;101
10458;FELIPE MARCONDES RIBAS;RANCHO DA LARANJA;CAMBUI;33;ATIVO;TER;102
10462;JOAQUIN SILVA SANTOS;JOAQUIN SILVA SANTOS;JACUTINGA;48;ATIVO;QUA;553
10463;LEANDRO VIEIRA DA ROSA;HORTIFRUTI LEVE MAIS +;CAMANDUCAIA;42;ATIVO;QUI;301
10464;MICKHAEL DE SOUZA LIMA;MICKHAEL DE SOUZA LIMA;ITAPEVA;35;ATIVO;TER;852
10467;ADEGA & EMPORIO ESTRADA DE OURO FINO LTDA;ADEGA & EMPORIO ESTRADA DE OU;OURO FINO;45;ATIVO;QUA;703
10476;ANDREIA C. SILVERIO;PEGUE E PAGUE;OURO FINO;45;ATIVO;SEG;701
10482;ADAUTO GOMES DOS SANTOS;ADAUTO GOMES;MONTE SIAO;48;ATIVO;TER;600
10487;ROSA CAMILO BERNARDO 05569932682;ROSA CAMILO;JACUTINGA;48;ATIVO;QUA;556
10488;CARLOS ROBERTO DA ROSA;CARLOS ROBERTO;BORDA DA MATA;46;ATIVO;QUI;202
10489;KARINA LUZIA FERREIRA SANTOS;PADARIA DELICIAS MINEIRA;CAMBUI;33;ATIVO;QUI;103
10492;RONALDO TEIXEIRA COUTO;A FAZENDOLA;CAMANDUCAIA;35;ATIVO;SEG;304
10493;MARCELO RIBEIRO DA SILVA;MARCELO RIBEIRO;EXTREMA;40;ATIVO;QUA;402
10494;DIOGO MAMEDE DOS SANTOS 07678535635;DIOGO MAMEDE DOS SANTOS;CAMBUI;33;ATIVO;QUA;104
10498;CLAUDICEIA APARECIDA DE LIMA MAGALHAES 61773425668;PADARIA SAO BENEDITO;OURO FINO;45;ATIVO;QUI;704
10502;SEBASTIAO PEREIRA DE OLIVEIRA 17186889620;SEBASTIAO PEREIRA DE OLIVEIRA;BORDA DA MATA;46;ATIVO;QUI;204
10505;GILSON KLEBER DE ALMEIDA 04820281658;COLONIA POUSADA E RESTAURANTE;INCONFIDENTES;46;ATIVO;TER;451
10511;JOAO CESAR CEU DE SOUZA 03648202685;JOAO CESAR CEU DE SOUZA 036482;JACUTINGA;48;ATIVO;SEG;551
10515;MIGUEL ISAU DA SILVA MELO;MINI MERCADO SAO JUDAS TADEU;BORDA DA MATA;46;ATIVO;QUI;202
10517;ALEXANDRE ARMANDO CUORE;ALEXANDRE ARMANDO CUORE;INCONFIDENTES;46;ATIVO;TER;451
10519;JESSICA CAROLINE MARIANO DA SILVA;MERCADO SONHO MEU;MONTE SIAO;48;ATIVO;QUI;605
10528;GABRIEL SALLES SANTOS;;CAMBUI;10;ATIVO;SEG;2
10534;EDMOND HENRIQUE CRISPIM DIAS DE SOUZA 08083159603;EDMOND HENRIQUE CRISPIM DIAS;BOM REPOUSO;13;ATIVO;SEG;150
10537;PADARIA E BAGUETERIA COLOMBO LTDA;PADARIA E BAGUETERIA COLOMBO;JACUTINGA;46;ATIVO;QUA;554
